Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Air India,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,16:20,18:00,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,16:20,18:00,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,16:20,18:00,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,16:20,18:00,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,16:20,18:00,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,16:20,18:00,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,16:20,18:00,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,16:20,18:00,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,23:15,19:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,6:15,20:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,Bangalore,9:05,21:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,10:10,22:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,11:15,23:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,7:55,0:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,11:10,1:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,Bangalore,9:45,2:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,23:15,3:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Rajasthan,0:05,4:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,14:15,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,11:20,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,0:40,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,18:45,8:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,5:30,9:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,18:20,10:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,11:00,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,18:30,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:45,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,15:45,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,0:30,15:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,20:35,16:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,22:00,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,23:05,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,23:55,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,1:00,20:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,17:20,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,4:10,22:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,13:55,23:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,8:35,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:50,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,19:05,2:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,1:40,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,7:40,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,9:30,5:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,18:25,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,21:55,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,11:00,8:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,20:25,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,0:10,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:00,11:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,11:35,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,16:30,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,17:40,14:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,19:05,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,21:55,16:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,22:10,17:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,22:50,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,23:40,19:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,0:40,20:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:35,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,15:00,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:15,23:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,20:10,0:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,21:15,1:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,21:15,2:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,14:00,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,20:05,4:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,23:35,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,12:35,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,23:15,7:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,6:15,8:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,6:15,9:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,9:40,10:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,9:40,11:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Chennai,23:15,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,6:15,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,9:05,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,10:10,15:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,11:15,16:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,7:55,17:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,New Delhi,11:10,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,9:45,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,23:15,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,0:05,21:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,14:15,22:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,11:20,23:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,0:40,0:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,Mumbai,18:45,1:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Mumbai,Rajasthan,5:30,2:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,18:20,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,11:00,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,18:30,5:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:45,6:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,15:45,7:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,0:30,8:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,20:35,9:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,22:00,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:05,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,23:55,12:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,1:00,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,17:20,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,4:10,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,13:55,16:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Rajasthan,8:35,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,12:50,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,19:05,19:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,1:40,20:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,7:40,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,9:30,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,18:25,23:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,21:55,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,11:00,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:25,2:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,0:10,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:00,4:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,11:35,5:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,16:30,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,17:40,7:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,19:05,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,21:55,9:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,22:10,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,22:50,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,23:40,12:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,0:40,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,12:35,14:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,15:00,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:15,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,20:10,17:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,21:15,18:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,21:15,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,14:00,20:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,20:05,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:35,22:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,12:35,23:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,23:15,0:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,6:15,1:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,6:15,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,9:40,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,9:40,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,23:15,5:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,6:15,6:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,9:05,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,10:10,8:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,11:15,9:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,7:55,10:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,11:10,11:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,9:45,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,23:15,13:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,0:05,14:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,14:15,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,11:20,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,0:40,17:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Delhi,Mumbai,18:45,18:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,5:30,19:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,18:20,20:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,11:00,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,18:30,22:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,20:45,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,15:45,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,0:30,1:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,20:35,2:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Kolkata,Bangalore,22:00,3:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,23:05,4:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Mumbai,Rajasthan,23:55,5:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,1:00,6:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,17:20,7:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Kolkata,Bangalore,4:10,8:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Delhi,Mumbai,13:55,9:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Rajasthan,8:35,10:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,12:50,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,19:05,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,1:40,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,7:40,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,9:30,15:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,18:25,16:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,21:55,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,11:00,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:25,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,0:10,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,12:00,21:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,11:35,22:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,16:30,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,17:40,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,19:05,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,21:55,2:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,22:10,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,22:50,4:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,23:40,5:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,0:40,6:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,12:35,7:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,15:00,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,16:15,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,20:10,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,21:15,11:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,21:15,12:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,14:00,13:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,20:05,14:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:35,15:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,12:35,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,23:15,17:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,6:15,18:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,6:15,19:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,9:40,20:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,9:40,21:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,23:15,22:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,6:15,23:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,9:05,0:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,10:10,1:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Mumbai,Rajasthan,11:15,2:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,7:55,3:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,11:10,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,9:45,5:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:15,6:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,0:05,7:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,Chennai,14:15,8:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Bangalore,New Delhi,11:20,9:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Kolkata,Bangalore,0:40,10:05,5h 30m,Non Stop,"12,506"
Vistara,24/9/2022,Delhi,Mumbai,18:45,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,5:30,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,18:20,13:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,11:00,14:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,18:30,15:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:45,16:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,15:45,17:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,Chennai,0:30,18:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,20:35,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,22:00,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,23:05,21:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,23:55,22:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,1:00,23:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Bangalore,New Delhi,17:20,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,4:10,1:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,13:55,2:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,8:35,3:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,12:50,4:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,New Delhi,19:05,5:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,1:40,6:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Delhi,Mumbai,7:40,7:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Mumbai,Rajasthan,9:30,8:05,5h 30m,Non Stop,"12,506"
Go First,24/9/2022,Bangalore,Chennai,18:25,9:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,New Delhi,21:55,10:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,11:00,11:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Delhi,Mumbai,20:25,12:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,0:10,13:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,Chennai,12:00,14:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Bangalore,New Delhi,11:35,15:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Kolkata,Bangalore,16:30,16:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,17:40,17:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Mumbai,Rajasthan,19:05,18:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,21:55,19:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,22:10,20:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Kolkata,Bangalore,22:50,21:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,23:40,22:05,5h 30m,Non Stop,"12,506"
SpiceJet,24/9/2022,Mumbai,Rajasthan,0:40,23:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,Chennai,12:35,0:05,5h 30m,Non Stop,"12,506"
IndiGo,24/9/2022,Bangalore,New Delhi,15:00,1:05,5h 30m,Non Stop,"12,506"
Air Asia,24/9/2022,Kolkata,Bangalore,16:15,2:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Delhi,Mumbai,20:10,3:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Mumbai,Rajasthan,21:15,4:05,5h 30m,Non Stop,"12,506"
Air India,24/9/2022,Bangalore,Chennai,21:15,5:05,5h 30m,Non Stop,"12,506"
